Rank,Name,Yr,Pos,G,Att,Comp,Pct,Yards,Yards/Att,Td,Int,Rating,Att/G,Yards/G,TeamID,Year
,Opponents,,,13,453,269,59.4,3376,7.5,22,14,131.84,34.8,259.7,28
1,Brandon Allen,JR,QB,13,339,190,56.0,2285,6.7,20,5,129.19,26.1,175.8,31
2,Austin Allen,FR,QB,5,16,8,50.0,153,9.6,0,1,117.83,3.2,30.6,31
3,Sebastian Tretola,JR,OL,13,1,1,100.0,6,6.0,1,0,480.40,0.1,0.5,31
4,Damon Mitchell,FR,QB,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,31
5,Team,,,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,31
6,Jonathan Williams,JR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,31
,Total,,,13,359,199,55.4,2444,6.8,21,6,128.59,27.6,188.0,31
,Opponents,,,13,392,217,55.4,2714,6.9,19,12,123.39,30.2,208.8,31
1,Fredi Knighten,JR,QB,13,432,269,62.3,3277,7.6,24,7,141.08,33.2,252.1,30
2,Tres Houston,JR,WR,13,3,2,66.7,64,21.3,1,0,355.87,0.2,4.9,30
3,Luke Ferguson,JR,K,13,2,1,50.0,24,12.0,0,1,50.80,0.2,1.8,30
4,Stephen Hogan,JR,QB,12,6,3,50.0,18,3.0,0,0,75.20,0.5,1.5,30
5,Brandon Cox,FR,WR,11,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,30
6,Team,,,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,30
7,J.D. McKissic,JR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,30
8,Chris Stone,JR,DL,13,1,1,100.0,-2,-2.0,0,0,83.20,0.1,-0.2,30
,Total,,,13,448,276,61.6,3381,7.5,25,8,139.84,34.5,260.1,30
,Opponents,,,13,410,238,58.0,2808,6.8,18,16,122.27,31.5,216.0,30
1,Angel Santiago,SR,QB,12,70,35,50.0,488,7.0,1,1,110.42,5.8,40.7,725
2,A.J. Schurr,JR,QB,10,28,12,42.9,242,8.6,1,1,120.10,2.8,24.2,725
3,Kelvin White,JR,TE,12,4,1,25.0,17,4.3,0,0,60.70,0.3,1.4,725
4,Joe Walker,SO,RB,10,2,1,50.0,4,2.0,1,0,231.80,0.2,0.4,725
5,Alex Tardieu,JR,P,12,1,1,100.0,-4,-4.0,0,0,66.40,0.1,-0.3,725
,Total,,,12,105,50,47.6,747,7.1,3,2,113.00,8.8,62.3,725
,Opponents,,,12,362,244,67.4,2854,7.9,31,11,155.81,30.2,237.8,725
1,Nick Marshall,SR,QB,13,293,178,60.8,2532,8.6,20,7,151.09,22.5,194.8,37
2,Jeremy Johnson,SO,QB,7,37,28,75.7,436,11.8,3,0,201.43,5.3,62.3,37
3,Jonathan Wallace,JR,QB,7,1,1,100.0,17,17.0,0,0,242.80,0.1,2.4,37
4,C.J. Uzomah,SR,TE,13,1,1,100.0,-1,-1.0,0,0,91.60,0.1,-0.1,37
,Total,,,13,332,208,62.7,2984,9.0,23,7,156.79,25.5,229.5,37
,Opponents,,,13,421,243,57.7,2991,7.1,22,22,124.20,32.4,230.1,37
1,Christian Stewart,SR,QB,11,348,199,57.2,2621,7.5,25,9,138.99,31.6,238.3,77
2,Taysom Hill,JR,QB,7,132,88,66.7,975,7.4,7,3,141.66,18.9,139.3,77
3,McCoy Hill,FR,QB,1,2,2,100.0,27,13.5,0,0,213.40,2.0,27.0,77
4,Team,,,9,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,77
,Total,,,13,483,289,59.8,3623,7.5,32,12,139.73,37.2,278.7,77
,Opponents,,,13,549,318,57.9,3506,6.4,25,14,121.49,42.2,269.7,77
1,Jack Milas,FR,QB,6,209,115,55.0,1302,6.2,9,5,116.78,34.8,217.0,47
2,Ozzie Mann,SO,QB,7,197,116,58.9,1281,6.5,10,2,128.23,28.1,183.0,47
3,Corey Lacanaria,FR,WR,11,1,1,100.0,7,7.0,0,0,158.80,0.1,0.6,47
4,Team,,,8,2,0,0.0,0,0.0,0,0,0.00,0.3,0.0,47
,Total,,,12,409,232,56.7,2590,6.3,19,7,121.83,34.1,215.8,47
,Opponents,,,12,402,250,62.2,2853,7.1,16,10,129.95,33.5,237.8,47
1,Bryce Petty,SR,QB,12,428,270,63.1,3855,9.0,29,7,157.83,35.7,321.3,51
2,Seth Russell,SO,QB,8,85,48,56.5,804,9.5,8,1,164.64,10.6,100.5,51
3,Jay Lee,JR,WR,13,1,1,100.0,53,53.0,1,0,875.20,0.1,4.1,51
4,Chris Johnson,FR,QB,4,4,4,100.0,45,11.3,0,0,194.50,1.0,11.3,51
5,Team,,,7,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,51
,Total,,,13,519,323,62.2,4757,9.2,38,8,160.31,39.9,365.9,51
,Opponents,,,13,456,249,54.6,3434,7.5,24,13,129.54,35.1,264.2,51
1,Grant Hedrick,SR,QB,14,415,294,70.8,3696,8.9,23,14,157.19,29.6,264.0,66
2,Ryan Finley,FR,QB,4,27,12,44.4,161,6.0,2,1,111.56,6.8,40.3,66
3,Thomas Sperbeck,SO,WR,13,5,3,60.0,62,12.4,1,0,230.16,0.4,4.8,66
4,Matt Miller,SR,WR,5,3,1,33.3,7,2.3,1,0,162.93,0.6,1.4,66
5,Terrell Johnson,JR,WR,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,66
,Total,,,14,451,310,68.7,3926,8.7,27,15,154.97,32.2,280.4,66
,Opponents,,,14,488,280,57.4,3260,6.7,18,22,116.64,34.9,232.9,66
1,Tyler Murphy,SR,QB,13,230,131,57.0,1623,7.1,13,10,126.19,17.7,124.8,67
2,Josh Bordner,SR,WR,13,2,1,50.0,35,17.5,0,0,197.00,0.2,2.7,67
3,Darius Wade,FR,QB,4,8,3,37.5,23,2.9,0,0,61.65,2.0,5.8,67
4,Team,,,9,3,0,0.0,0,0.0,0,0,0.00,0.3,0.0,67
,Total,,,13,243,135,55.6,1681,6.9,13,10,123.10,18.7,129.3,67
,Opponents,,,13,423,264,62.4,2987,7.1,20,9,133.06,32.5,229.8,67
1,James Knapke,SO,QB,14,483,280,58.0,3173,6.6,15,12,118.43,34.5,226.6,71
2,Matt Johnson,JR,QB,1,36,25,69.4,313,8.7,1,0,151.64,36.0,313.0,71
3,Cody Callaway,FR,QB,6,26,12,46.2,153,5.9,1,1,100.58,4.3,25.5,71
4,Ronnie Moore,SO,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,71
5,Ryan Burbrink,JR,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,71
,Total,,,14,547,317,58.0,3639,6.7,17,13,119.35,39.1,259.9,71
,Opponents,,,14,588,353,60.0,4080,6.9,25,16,126.91,42.0,291.4,71
1,Joe Licata,JR,QB,11,345,224,64.9,2647,7.7,29,11,150.73,31.4,240.6,86
2,Tony Daniel,JR,QB,5,15,9,60.0,149,9.9,2,1,174.11,3.0,29.8,86
3,Jordan Johnson,SO,RB,8,2,1,50.0,33,16.5,1,0,353.60,0.3,4.1,86
4,Marcus McGill,JR,WR,11,1,1,100.0,26,26.0,0,0,318.40,0.1,2.4,86
5,Collin Michael,SO,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,86
6,Team,,,6,2,0,0.0,0,0.0,0,0,0.00,0.3,0.0,86
7,Ron Willoughby,JR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,86
,Total,,,11,367,235,64.0,2855,7.8,32,12,151.60,33.4,259.5,86
,Opponents,,,11,295,149,50.5,2448,8.3,17,2,137.87,26.8,222.5,86
1,Jared Goff,SO,QB,12,509,316,62.1,3973,7.8,35,7,147.59,42.4,331.1,107
2,Luke Rubenzer,FR,QB,11,21,12,57.1,166,7.9,2,3,126.40,1.9,15.1,107
3,Austin Hinder,SR,QB,1,3,1,33.3,13,4.3,0,0,69.73,3.0,13.0,107
4,Team,,,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,107
5,Cole Leininger,JR,P,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,107
,Total,,,12,535,329,61.5,4152,7.8,37,10,145.77,44.6,346.0,107
,Opponents,,,12,544,356,65.4,4406,8.1,42,12,154.54,45.3,367.2,107
1,Cooper Rush,SO,QB,13,382,243,63.6,3157,8.3,27,13,149.54,29.4,242.8,129
,Total,,,13,382,243,63.6,3157,8.3,27,13,149.54,29.4,242.8,129
,Opponents,,,13,423,249,58.9,3023,7.1,24,14,131.00,32.5,232.5,129
