17.0|Jason Smith|JR|WR|10|1|0|0.00|0|0.10|0.00|37|2016
18.0|Team|||10|9|-30|-3.33|0|0.90|-3.00|37|2016
|Total|||13|645|3527|5.47|33|49.62|271.31|37|2016
|Opponents|||13|462|1726|3.74|8|35.54|132.77|37|2016
1.0|Jamaal Williams|SR|RB|10|234|1375|5.88|12|23.40|137.50|77|2016
2.0|Taysom Hill|SR|QB|12|136|599|4.40|8|11.33|49.92|77|2016
3.0|Squally Canada|SO|RB|12|74|315|4.26|2|6.17|26.25|77|2016
4.0|KJ Hall|FR|RB|4|35|184|5.26|2|8.75|46.00|77|2016
5.0|Harvey Langi|SR|LB|13|20|79|3.95|2|1.54|6.08|77|2016
6.0|Algernon Brown|SR|RB|13|16|43|2.69|0|1.23|3.31|77|2016
7.0|Tanner Mangum|SO|QB|6|9|22|2.44|1|1.50|3.67|77|2016
8.0|Tanner Balderree|JR|TE|13|0|11|-|0|-|-|77|2016
9.0|Colby Hansen|JR|RB|3|4|10|2.50|0|1.33|3.33|77|2016
10.0|Micah Hannemann|JR|DB|13|1|4|4.00|0|0.08|0.31|77|2016
11.0|Colby Pearson|SR|WR|13|1|3|3.00|0|0.08|0.23|77|2016
12.0|Brayden El-Bakri|SO|RB|12|2|2|1.00|1|0.17|0.17|77|2016
13.0|Aleva Hifo|FR|WR|13|2|0|0.00|0|0.15|0.00|77|2016
14.0|Jonny Linehan|SR|P|13|1|-3|-3.00|0|0.08|-0.23|77|2016
15.0|Team|||11|9|-29|-3.22|0|0.82|-2.64|77|2016
|Total|||13|544|2615|4.81|28|41.85|201.15|77|2016
|Opponents|||13|431|1467|3.40|14|33.15|112.85|77|2016
1.0|James Gilbert|SO|RB|12|251|1332|5.31|12|20.92|111.00|47|2016
2.0|Riley Neal|SO|QB|11|127|540|4.25|8|11.55|49.09|47|2016
3.0|Darian Green|JR|RB|8|57|311|5.46|1|7.13|38.88|47|2016
4.0|Teddy Williamson|SR|RB|11|40|181|4.53|2|3.64|16.45|47|2016
5.0|Malik Dunner|FR|RB|10|24|152|6.33|1|2.40|15.20|47|2016
6.0|Jack Milas|JR|QB|12|4|69|17.25|0|0.33|5.75|47|2016
7.0|KeVonn Mabon|SR|WR|12|12|64|5.33|1|1.00|5.33|47|2016
8.0|Team|||3|4|-9|-2.25|0|1.33|-3.00|47|2016
|Total|||12|519|2640|5.09|25|43.25|220.00|47|2016
|Opponents|||12|405|1807|4.46|15|33.75|150.58|47|2016
1.0|Terence Williams|SO|RB|12|185|1048|5.66|11|15.42|87.33|51|2016
2.0|Shock Linwood|SR|RB|11|138|751|5.44|2|12.55|68.27|51|2016
3.0|JaMycal Hasty|FR|RB|12|119|623|5.24|3|9.92|51.92|51|2016
4.0|Seth Russell|SR|QB|9|94|506|5.38|8|10.44|56.22|51|2016
5.0|Wyatt Schrepfer|JR|RB|6|32|111|3.47|0|5.33|18.50|51|2016
6.0|Blake Lynch|FR|WR|11|12|80|6.67|0|1.09|7.27|51|2016
7.0|Ishmael Zamora|SO|WR|10|5|27|5.40|0|0.50|2.70|51|2016
8.0|Preston Heard|FR|QB|3|4|23|5.75|0|1.33|7.67|51|2016
9.0|Chris Platt|SO|WR|13|1|8|8.00|0|0.08|0.62|51|2016
10.0|Lynx Hawthorne|SR|WR|11|5|7|1.40|0|0.45|0.64|51|2016
11.0|Dwyer Bucey|FR|RB|2|3|4|1.33|0|1.50|2.00|51|2016
12.0|Tony Nicholson|FR|WR|12|1|3|3.00|0|0.08|0.25|51|2016
13.0|Jared Atkinson|FR|WR|9|1|1|1.00|0|0.11|0.11|51|2016
14.0|Team|||6|3|-23|-7.67|0|0.50|-3.83|51|2016
15.0|Zach Smith|FR|QB|10|25|-26|-1.04|1|2.50|-2.60|51|2016
|Total|||13|628|3143|5.00|25|48.31|241.77|51|2016
|Opponents|||13|620|2609|4.21|30|47.69|200.69|51|2016
1.0|Jeremy McNichols|JR|RB|13|314|1709|5.44|23|24.15|131.46|66|2016
2.0|Alexander Mattison|FR|RB|13|67|328|4.90|4|5.15|25.23|66|2016
3.0|Devan Demas|SR|RB|8|15|57|3.80|0|1.88|7.13|66|2016
4.0|Thomas Sperbeck|SR|WR|13|11|53|4.82|0|0.85|4.08|66|2016
5.0|Cory Young|SO|RB|5|10|48|4.80|0|2.00|9.60|66|2016
6.0|Ryan Wolpin|JR|RB|13|13|39|3.00|0|1.00|3.00|66|2016
7.0|Akilian Butler|SO|WR|10|3|33|11.00|0|0.30|3.30|66|2016
8.0|Sean Wale|SR|P|13|1|29|29.00|0|0.08|2.23|66|2016
9.0|Cedrick Wilson|JR|WR|13|3|7|2.33|0|0.23|0.54|66|2016
10.0|Thomas Stuart|JR|QB|3|1|2|2.00|0|0.33|0.67|66|2016
11.0|Chaz Anderson|SR|WR|13|2|-7|-3.50|0|0.15|-0.54|66|2016
12.0|Team|||6|5|-14|-2.80|0|0.83|-2.33|66|2016
13.0|Brett Rypien|SO|QB|13|48|-16|-0.33|2|3.69|-1.23|66|2016
|Total|||13|493|2268|4.60|29|37.92|174.46|66|2016
|Opponents|||13|533|2298|4.31|12|41.00|176.77|66|2016
1.0|Jon Hilliman|SO|RB|12|184|542|2.95|6|15.33|45.17|67|2016
2.0|Davon Jones|FR|RB|13|91|361|3.97|2|7.00|27.77|67|2016
3.0|Myles Willis|SR|RB|13|49|301|6.14|1|3.77|23.15|67|2016
4.0|Patrick Towles|SR|QB|13|115|294|2.56|4|8.85|22.62|67|2016
5.0|Jeff Smith|SO|WR|13|35|199|5.69|1|2.69|15.31|67|2016
6.0|Richard Wilson|SO|RB|7|40|136|3.40|2|5.71|19.43|67|2016
7.0|Tyler Rouse|SR|RB|13|24|87|3.63|0|1.85|6.69|67|2016
8.0|Michael Walker|SO|WR|13|8|41|5.13|0|0.62|3.15|67|2016
