Rank|Name|Yr|Pos|G|Att|Yards|Avg|TD|Att/G|Yards/G|TeamID|Year
1.0|Trey Woods|FR|RB|6|78|325|4.17|1|13.00|54.17|811|2017
2.0|Josh Allen|JR|QB|7|64|142|2.22|3|9.14|20.29|811|2017
3.0|Kellen Overstreet|SO|RB|7|31|114|3.68|1|4.43|16.29|811|2017
4.0|Milo Hall|SO|RB|7|33|90|2.73|0|4.71|12.86|811|2017
5.0|Avante' Cox|FR|WR|6|2|14|7.00|0|0.33|2.33|811|2017
6.0|Nico Evans|JR|RB|7|6|12|2.00|0|0.86|1.71|811|2017
7.0|Austin Conway|SO|WR|7|6|7|1.17|1|0.86|1.00|811|2017
8.0|Jaylon Watson|SO|RB|7|0|1|-|0|-|-|811|2017
9.0|C.J. Johnson|SO|WR|7|1|-1|-1.00|0|0.14|-0.14|811|2017
10.0|Team|||3|3|-6|-2.00|0|1.00|-2.00|811|2017
|Total|||7|224|698|3.12|6|32.00|99.71|811|2017
|Opponents|||7|328|1220|3.72|11|46.86|174.29|811|2017
