2.0|Sean Maguire|SR|QB|5|12|7|58.3|64|5.3|2|1|141.46|2.4|12.8|234|2016
3.0|J.J. Cosentino|SO|QB|2|9|2|22.2|19|2.1|1|0|76.62|4.5|9.5|234|2016
|Total|||13|421|244|58.0|3433|8.2|23|8|140.68|32.4|264.1|234|2016
|Opponents|||13|404|224|55.4|2874|7.1|18|15|122.48|31.1|221.1|234|2016
1.0|Chason Virgil|FR|QB|10|322|166|51.6|2021|6.3|13|10|111.38|32.2|202.1|96|2016
2.0|Zach Kline|SR|QB|7|79|42|53.2|523|6.6|0|2|103.72|11.3|74.7|96|2016
3.0|Treyvon Green|FR|RB|11|2|2|100.0|13|6.5|0|0|154.6|0.2|1.2|96|2016
4.0|Blake Cusick|FR|P|12|2|0|0.0|0|0.0|0|1|-100.0|0.2|0.0|96|2016
|Total|||12|405|210|51.9|2557|6.3|13|13|109.06|33.8|213.1|96|2016
|Opponents|||12|271|160|59.0|2012|7.4|21|5|143.28|22.6|167.7|96|2016
1.0|Jacob Eason|FR|QB|13|370|204|55.1|2430|6.6|16|8|120.26|28.5|186.9|257|2016
2.0|Greyson Lambert|SR|QB|3|12|7|58.3|56|4.7|0|0|97.53|4.0|18.7|257|2016
3.0|Marshall Long|FR|P|9|1|1|100.0|29|29.0|0|0|343.6|0.1|3.2|257|2016
4.0|Team|||9|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|257|2016
5.0|Terry Godwin|SO|WR|13|2|0|0.0|0|0.0|0|1|-100.0|0.2|0.0|257|2016
|Total|||13|386|212|54.9|2515|6.5|16|9|118.67|29.7|193.5|257|2016
|Opponents|||13|339|200|59.0|2389|7.0|14|15|122.97|26.1|183.8|257|2016
1.0|Kevin Ellison|SR|QB|11|106|66|62.3|871|8.2|8|3|150.53|9.6|79.2|253|2016
2.0|Favian Upshaw|SR|QB|8|84|46|54.8|614|7.3|4|2|127.11|10.5|76.8|253|2016
3.0|Seth Shuman|FR|QB|5|72|34|47.2|357|5.0|1|3|85.12|14.4|71.4|253|2016
4.0|Matt Flynn|JR|P|12|1|1|100.0|26|26.0|0|0|318.4|0.1|2.2|253|2016
5.0|LaBaron Anthony|SO|QB|2|1|0|0.0|0|0.0|0|1|-200.0|0.5|0.0|253|2016
|Total|||12|264|147|55.7|1868|7.1|13|9|124.55|22.0|155.7|253|2016
|Opponents|||12|355|210|59.2|2754|7.8|16|9|134.13|29.6|229.5|253|2016
1.0|Conner Manning|JR|QB|10|373|207|55.5|2684|7.2|16|13|123.14|37.3|268.4|254|2016
2.0|Aaron Winchester|FR|QB|5|45|24|53.3|271|6.0|1|2|102.35|9.0|54.2|254|2016
3.0|Glenn Smith|JR|RB|12|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|254|2016
|Total|||12|419|231|55.1|2955|7.1|17|15|120.61|34.9|246.3|254|2016
|Opponents|||12|355|193|54.4|2087|5.9|8|11|104.99|29.6|173.9|254|2016
1.0|Justin Thomas|SR|QB|12|148|79|53.4|1559|10.5|8|2|157.01|12.3|129.9|255|2016
2.0|Matthew Jordan|SO|QB|9|9|3|33.3|111|12.3|1|1|151.38|1.0|12.3|255|2016
3.0|TaQuon Marshall|SO|QB|2|1|1|100.0|9|9.0|0|0|175.6|0.5|4.5|255|2016
4.0|Team|||5|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|255|2016
5.0|Dedrick Mills|FR|RB|9|1|0|0.0|0|0.0|0|1|-200.0|0.1|0.0|255|2016
|Total|||13|160|83|51.9|1679|10.5|9|4|153.59|12.3|129.2|255|2016
|Opponents|||13|434|270|62.2|2982|6.9|14|11|125.51|33.4|229.4|255|2016
1.0|Dru Brown|SO|QB|13|335|209|62.4|2488|7.4|19|7|139.32|25.8|191.4|277|2016
2.0|Ikaika Woolsey|SR|QB|13|90|44|48.9|644|7.2|6|6|117.67|6.9|49.5|277|2016
3.0|Aaron Zwahlen|FR|QB|1|10|3|30.0|32|3.2|0|1|36.88|10.0|32.0|277|2016
4.0|Makoa Camanse-Stevens|SR|WR|14|1|1|100.0|21|21.0|0|0|276.4|0.1|1.5|277|2016
5.0|Team|||11|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|277|2016
6.0|Keelan Ewaliko|JR|WR|12|1|0|0.0|0|0.0|0|1|-200.0|0.1|0.0|277|2016
|Total|||14|438|257|58.7|3185|7.3|25|15|131.75|31.3|227.5|277|2016
|Opponents|||14|393|246|62.6|3183|8.1|29|11|149.38|28.1|227.4|277|2016
1.0|Greg Ward Jr.|SR|QB|12|469|319|68.0|3557|7.6|22|13|141.67|39.1|296.4|288|2016
2.0|Kyle Postma|JR|QB|10|46|29|63.0|210|4.6|0|2|92.69|4.6|21.0|288|2016
3.0|Linell Bonner|JR|WR|12|2|1|50.0|50|25.0|1|0|425.0|0.2|4.2|288|2016
4.0|D'Eriq King|FR|QB|10|3|2|66.7|20|6.7|1|0|232.67|0.3|2.0|288|2016
5.0|Dane Roy|FR|P|13|1|1|100.0|15|15.0|0|0|226.0|0.1|1.2|288|2016
6.0|Team|||10|2|0|0.0|0|0.0|0|0|0.0|0.2|0.0|288|2016
